id,category,slokamrtam_reference,sloka_title,sloka_text,scripture_reference,word_by_word_meaning,translation
238, Nityānanda-tattva,5.14,,"śrī-caitanya-nityānanda-advaita-mahattva
 tāṅra bhakta-bhakti-nāma-prema-rasa-tattva
 bhinna bhinna likhiyāchi kariyā vicāra
 śunile jānibe saba vastu-tattva-sāra",CC Ādi 1.108-109,śrī-caitanya—of Lord Caitanya Mahāprabhu; nityānanda—of Lord Nityānanda; advaita—of Śrī Advaita; mahattva—greatness; tāṅra—Their; bhakta—devotees; bhakti—devotion; nāma—names; prema—ecstatic transcendental love; rasa—mellows of love; tattva—real nature; bhinna bhinna—different; likhiyāchi—I wrote; kariyā—doing; vicāra—consideration; śunile—on hearing; jānibe—will know; saba—all; vastu-tattva-sāra—the essence of the Absolute Truth.,"If one patiently hears about the glories of Śrī Caitanya Mahāprabhu, Śrī Nityānanda Prabhu and Śrī Advaita Prabhu—and Their devotees, devotional activities, names and fame, along with the mellows of Their transcendental loving exchanges—one will learn the essence of the Absolute Truth. Therefore I have described these [in Śrī Caitanya-caritāmṛta] with logic and discrimination."
239, Nityānanda-tattva,5.15,Advaita and Nityānanda serve the lotus feet of Lord Caitanya,"eka mahāprabhu, āra prabhu duijana
 dui prabhu sebe mahāprabhura caraṇa",CC Ādi 7.14,"eka mahāprabhu—one Mahāprabhu, or the supreme predominator; āra prabhu duijana—and the other two (Nityānanda and Advaita) are two prabhus (masters); dui prabhu—the two prabhus; sebe—serve; mahāprabhura—of the supreme Prabhu; caraṇa—the lotus feet.","There is one ""Mahāprabhu"" and two prabhus. The two prabhus serve the lotus feet of Mahāprabhu."
240, Nityānanda-tattva,5.16,Śrī Gaura-Nityānanda Praṇāma,"ājānu-lambita-bhujau kanakāvadātau
 saṅkīrtanaika-pitarau kamalāyatākṣau
 viśvambharau dvija-varau yuga-dharma-pālau
 vande jagat-priyakarau karuṇāvatāra",Śrī Caitanya Bhāgavata,"ājānu-lambita-bhujau—those two Lords whose long arms extend to Their knees; kanaka-avadātau—exuding a resplendent golden luster; saṅkīrtana-eka-pitarau—the sole fathers of the saṅkīrtana movement; kamala-āyata-akṣau—eyes wide-spread like lotus petals; viśvambarau—maintainers of the cosmic creation; dvijavarau—best of the brāhmaṇas; yuga-dharma-pālau—protectors of the yuga dharma, śrī-kṛṣṇa-nāma-saṅkīrtana; vande—I offer my obeisances; jagat-priyakarau—the benefactors of the entire universe; karuṇa-avatārau—the most munificent incarnations of Godhead.","I worship the incarnations of mercy, Śrī Caitanya Mahāprabhu and Śrī Nityānanda Prabhu, whose arms extend to Their knees, whose luster is an enchantingly resplendent gold, who inaugurated the saṅkīrtana movement, whose eyes are wide-spread like lotus petals, who nourish the entire universe, who glorify the brāhmaṇa dynasties, who protect the yuga-dharma, and who bestow the highest auspiciousness upon the residents of the material world."
241, Nityānanda-tattva,5.19,,"sei navadvīpe vaise vaiṣṇavāgragaṇya
 'advaita ācārya' nāma, sarva-loke dhanya
 jñāna-bhakti-vairāgyera guru mukhyatara
 kṛṣṇa-bhakti vākhānite ye hena śaṅkara",CB Ādi 2.78-9,,"Residing in Navadvīpa at that time was Śrī Advaita Ācārya, the topmost Vaiṣṇava, who is glorified throughout the world. Śrī Advaita Ācārya was the chief amongst the Gurus in knowledge, devotion and renunciation. He was as expert as Lord Śiva in explaining the devotional service of Lord Kṛṣṇa with knowledge and renunciation."
242, Nityānanda-tattva,5.21,Advaita Ācārya is a Preacher of Kṛṣṇa-bhakti,"jīva nistārila kṛṣṇa-bhakti kari' dāna
 gītā-bhāgavate kaila bhaktira vyākhyāna",CC Ādi 6.28,jīva—the living entities; nistārila—delivered; kṛṣṇa-bhakti—devotional service to Lord Kṛṣṇa; kari'—making; dāna—gift; gītā-bhāgavate—in the Bhagavad-gītā and Śrīmad-Bhāgavatam; kaila—performed; bhaktira vyākhyāna—explanation of devotional service.,He delivered all living beings by offering the gift of kṛṣṇa-bhakti. He explained Bhagavad-Gītā and Śrīmad-Bhāgavatam in the light of devotional service.
243, Nityānanda-tattva,5.22,He is Mahāviṣṇu and a Devotee of Lord Caitanya,"advaita-ācārya-gosāñi sākṣāt īśvara
 prabhu guru kari' māne, tiṅho ta' kiṅkara",CC Ādi 5.147,advaita-ācārya—Advaita Ācārya; gosāñi—the Lord; sākṣāt īśvara—directly the preme Personality of Godhead; prabhu—Lord Śrī Caitanya Mahāprabhu; guru kari' māne—accepts Him as His teacher; tiṅho ta' kiṅkara—but He is the servant.,"Lord Advaita Ācārya is directly the Supreme Personality of Godhead. Although Lord Caitanya accepts Him as His preceptor, Advaita Ācārya is a servant of the Lord."
244, Nityānanda-tattva,5.27,Advaita is Sadāśiva,bhaktāvatāra ācāryo 'dvaita yaḥ śrī-sadāśivaḥ,Gaura-Gaṇoddeśadīpikā,,"He who was Śrī Sadāśiva is the bhakta-avatāra, Śrī Advaita Prabhu (Sadāśiva is Gopīśvara Mahādeva, the mūla Śiva-tattva)."
245, Nityānanda-tattva,5.23,Śrī Kṛṣṇa sells Himself to a devotee who offers Him merely a tulasī leaf and some water,"tulasī-dala-mātreṇa jalasya culukena vā
 vikrīṇīte svam ātmānaṁ bhaktebhyo bhakta-vatsalaḥ",Gautamīya-tantra,"tulasī—of tulasī; dala—a leaf; mātreṇa—by only; jalasya—of water; culukena—by a palmful; vā—and; vikrīṇīte—sells; svam—His own; ātmānam—self; bhaktebhyaḥ—unto the devotees; bhakta-vatsalaḥ—Lord Kṛṣṇa, who is affectionate to His devotees.","Śrī Kṛṣṇa, who is very affectionate toward His devotees, sells Himself to a devotee who offers Him merely a tulasī leaf and a palmful of water."
246, Nityānanda-tattva,5.24,Śrī Advaita Ācārya attracted the Lord by pleasing Him with a tulasi leaf and water,"ei ślokārtha ācārya karena vicāraṇa
 kṛṣṇake tulasī-jala deya yei jana
 tāra ṛṇa śodhite kṛṣṇa karena cintana
 'jala-tulasīra sama kichu ghare nāhi dhana'",CC Ādi 3.105-6,ei—this; śloka—of the verse; artha—the meaning; ācārya—Advaita Ācārya; karena—does; vicāraṇa—considering; kṛṣṇake—to Lord Kṛṣṇa; tulasī-jala—tulasī and water; deya—gives; yei jana—that person who; tāra—to Him; ṛṇa—the debt; śodhite—to pay; kṛṣṇa—Lord Kṛṣṇa; karena—does; cintana—thinking; jala-tulasīra sama—equal to water and tulasī; kichu—any; ghare—in the house; nāhi—there is not; dhana—wealth.,"Advaita Ācārya considered the meaning of that śloka in this way: ""Not finding any way to repay the debt He owes to one who offers Him a tulasī leaf and water, Lord Kṛṣṇa thinks, 'There is no wealth in My possession that is equal to a tulasī leaf and water.'"""
247, Nityānanda-tattva,5.25,"Thus the Lord, the protector of religion, appears by the desire of His devotee","tabe ātmā veci' kare ṛṇera śodhana
 eta bhāvi' ācārya karena ārādhana
 gaṅgā-jala, tulasī-mañjarī anukṣaṇa
 kṛṣṇa-pāda-padma bhāvi' kare samarpaṇa
 kṛṣṇera āhvāna kare kariyā huṅkāra
 e-mate kṛṣṇere karāila avatāra
 caitanyera avatāre ei mukhya hetu
 bhaktera icchāya avatare dharma-setu",CC Ādi 3.107-10,,"""Thus the Lord liquidates the debt by offering Himself to the devotee."" Considering it in this way, the Ācārya began worshiping the Lord. Thinking of the lotus feet of Śrī Kṛṣṇa, He constantly offered tulasī-mañjarīs and water from the Gaṅgā. He appealed to Śrī Kṛṣṇa with loud calls and thus made it possible for Kṛṣṇa to appear. Therefore the principal reason for Śrī Caitanya's descent is this appeal by Advaita Ācārya. The Lord, the protector of religion, appears by the desire of His devotee."
248, Nityānanda-tattva,5.26,,"je ānila prema-dhana karuṇā pracura
 hena prabhu kothā' gelā ācārya Ṭhākura",Je Ānila Prema-dhana,,"Who, out of His vast compassion, brought Śrī Caitanya Mahāprabhu with His treasure of divine love to this world by calling Him with love and affection? Where has that Advaita Ācārya Ṭhākura gone? [Advaita Ācārya was shouting so loudly that Nārāyaṇa's throne was shaking!]"
249, Nityānanda-tattva,5.29,,"gadādhara-paṇḍitādi—prabhura nija-śakti
 tāṅ'-sabāra caraṇe mora sahasra praṇati",CC Ādī 1.41,gadādhara-paṇḍita-ādi—headed by Śrī Gadādhara Paṇḍita; prabhura—of the Supreme Lord; nija-śakti—internal potencies; tāṅ'-sabāra—of all of them; caraṇe—unto the lotus feet; mora—my; sahasra—thousands; praṇati—respectful obeisances.,"I offer my respectful obeisances unto the internal potencies of the Lord, of whom Śrī Gadādhara Prabhu is the foremost."
250, Nityānanda-tattva,5.3,,"jaya nityānanda gadādharera jīvana
 jaya jaya advaitādi-bhaktera śaraṇa",CB Ādi 2.2,,All glories to the life and soul of Nityānanda and Gadādhara! All glories to the shelter of the devotees headed by Advaita Prabhu!
251, Nityānanda-tattva,5.31,,"sva-bhakti-yoga-lāsinaṁ / sadā vraje vihāriṇaṁ
 hari-priyā-gaṇāgragaṁ / śacī-suta-priyeśvaram
 sa-rādha-kṛṣṇa-sevana / prakāśakaṁ mahāśayaṁ
 bhajāmy ahaṁ gadādharaṁ / su paṇḍitaṁ guruṁ prabhum",Śrī Gadādharāṣṭakam 1,,"That personality who eternally wanders in Vraja while playfully performing Her own loving devotional service (Śrīmatī Rādhikā, who takes the form of Śrī Gadādhara in Gaura līlā), is the chief among the beloved damsels of Śrī Hari. As the foremost of the intimate associates of the son of Śacī (Gadādhara), he reveals the process of service to Śrī Rādhā and Kṛṣṇa. I worship that magnanimous, exalted Paṇḍita and Guru, Śrī Gadādhara Prabhu."
252, Nityānanda-tattva,5.34,Śrī Gopīśvara Mahādeva fulfills the gopīs' desires,"mudā gopendrasyātmaja-bhuja-pariṣvaṅga nīdhaye
 sphurad-gopī-vṛndair yam iha bhāgavantaṁ praṇayibhiḥ
 bhajadbhis tair bhaktyā svam abhilāsitaṁ prāptum acirād
 yamī-tīre gopīśvaram anudinaṁ taṁ kila bhaje",Śrī Vraja-vilāsa-stava 87,,"""To obtain the jewel of being embraced by the arms of Brajendra-nandana Śyāmasundara, the gopīs, who possess firm, loving, intimate attachment for Śrī Kṛṣṇa, joyfully worshipped Sadāśiva with great devotion and had all their internal desires fulfilled without delay. Daily I worship that Gopīśvara Mahādeva who resides on the bank of the Yamunā."""
253, Nityānanda-tattva,5.35,Lord Brahmā glorifies Śiva,"kṣīraṁ yathā dadhi-vikāra-viśeṣa-yogāt
 sañjāyate na hi tataḥ pṛthag asti hetoḥ
 yaḥ śambhutām api tathā samupaiti kāryād
 govindam ādi-puruṣaṁ tam ahaṁ bhajāmi",Śrī Brahma-Saṁhitā 45,"aham bhajāmi—I perform bhajana; tam—of that; ādi-puruṣam govindam—original Supreme Person, Śrī Govinda; yaḥ—who; upaiti—takes on; śambhutām—the state of Śambhu; kāryāt—on account of performing a special duty; yathā tathā—in the same way that; kṣīram—milk; sañjāyate—becomes; dadhi—yogurt; vikāra-viśeṣa-yogāt—through contact with a transforming agent; asti—is; hi—certainly; na—not; pṛthak—different; tataḥ—than; hetoḥ—its cause (milk).","Śrī Govindadeva attains the condition of being Śambhu for the sake of performing a specific function, just as milk is transformed into yogurt by contact with a particular transforming agent, although yogurt is not a different substance, independent of milk which is its cause. I engage in the bhajana of that original personality, Śrī Govinda."
254, Nityānanda-tattva,5.36,,"śivaḥ śakti-yutaḥ śaśvat
 tri-liṅgo guṇa-saṁvṛtaḥ
 vaikārikas taijasaś ca
 tāmasaś cety ahaṁ tridhā",SB 10.88.3,"[śrī-śukaḥ uvāca—Śrī Śuka said:] śivaḥ—Lord Śiva; śakti—with his energy, material nature; yutaḥ—united; śaśvat—always; tri—three; liṅgaḥ—whose manifest features; guṇa—by the modes; saṁvṛtaḥ—prayed to; vaikārikaḥ—false ego in the mode of goodness; taijasaḥ—false ego in the mode of passion; ca—and; tāmasaś—false ego in mode of ignorance; ca—and; iti—thus; aham—the principle of material ego; tridhā—threefold.","Śrī Śukadeva said: Lord Śiva is always united with his personal energy, the material nature. Manifesting himself in three features in response to the entreaties of nature's three modes, he thus embodies the threefold principle of material ego in goodness, passion and ignorance."
255, Nityānanda-tattva,5.37,,"harir hi nirguṇaḥ sākṣāt
 puruṣaḥ prakṛteḥ paraḥ
 śiva-śakti-yutaḥ śaśvat
 tri-liṅgo guṇa-samvṛtaḥ",SB 10.88.5,hariḥ—the Supreme Lord Hari; hi—indeed; nirguṇaḥ—untouched by the material modes; sākṣāt—absolutely; puruṣaḥ—the Personality of Godhead; prakṛteḥ—to material nature; paraḥ—transcendental; śiva—the auspicious one; śakti—potency; yutaḥ—possessed of; śaśvat—original; tri-lingo—the trident carrier; guna—modes of nature; samvṛtaḥ—encompassed by.,"Śrī Hari, who is transcendental to material nature and free from mundane qualities, is directly the Supreme Personality of Godhead. However, Śiva is simultaneously possessed of three types of false ego, namely goodness, passion and ignorance, and he is always connected with the illusory potency. (Therefore, a jīva can only become transcendental to the material modes by the performance of śrī hari-bhajana)."
256, Nityānanda-tattva,5.38,The Bhāgavatam extols Lord Śiva as the greatest of Vaiṣṇavas,"nimna-gānāṁ yathā gaṅgā
 devānām acyuto yathā
 vaiṣṇavānāṁ yathā śambhuḥ
 purāṇānām idam tathā",SB 12.13.16,nimna-gānām—of rivers flowing down to the sea; yathā—as; gaṅgā—the Ganges; devānām—of all deities; acyutaḥ—the infallible Supreme Personality of Godhead; yathā—as; vaiṣṇavānām—of devotees of Lord Viṣṇu; yathā—as; śambhuḥ—Śiva; purāṇānām—of Purāṇas; idam—this; tathā—similarly.,"Just as the Gaṅgā is the greatest of all rivers, Lord Acyuta the supreme among deities and Lord Śambhu [Śiva] the greatest of Vaiṣṇavas, so Śrīmad-Bhāgavatam is the greatest of all Purāṇas."
257, Krṣṇa-tattva,6.1,Svayaṁ Bhagavān is Vrajendra-nandana Śrī Kṛṣṇa,"haris tv ekaṁ tattvaṁ vidhi-śiva-sureśa-praṇamitaḥ
 yad evedaṁ brahma prakṛti-rahitaṁ tat tv anumahaḥ
 parātmā tasyāṁśo jagad-aṇu-gato viśva-janakaḥ
 sa vai rādhā-kānto nava-jalada-kāntiś cid-udayaḥ",Daśa-mūla-tattva,"hariḥ—Lord Hari; tu—and; ekam—only; tattvam—truth; vidhi—by Lord Brahmā; śiva—by Lord Śiva; sura-īśa—by Lord Indra, the king of the demigods; praṇamitaḥ—offered obeisances; yat—who; eva—certainly; idam—this; brahma—supreme brahman; prakṛti—of material nature; rahitam—devoid; tat—that; tv—but; anumahaḥ—the splendor; para-ātmā—the supersoul; tasya—of Him; aṁśaḥ—a part; jagat—to the universe; aṇugataḥ—gone; viśva—of the universe; janakaḥ—the father; saḥ—He; vai—certainly; rādhā—of Śrīmatī Rādhārāṇī; kāntaḥ—the lover; nava—fresh; jalada—of a raincloud; kāntiḥ—splendor; cid-udayaḥ—a spiritual manifestation.","""Indeed Śrī Hari, to whom Brahmā, Śiva, Indra and other demigods continuously offer praṇāma, is the only Supreme Absolute Truth. Nirviśeṣa-brahma that is devoid of śakti is Śrī Hari's bodily effulgence. Mahā-Viṣṇu, who has created the universe and who has entered into it as the indwelling Supersoul of all, is simply His partial manifestation. It is that Śrī Hari alone, the very form of transcendental reality (cit-svarūpa), whose complexion is the colour of a freshly formed thunder cloud, who is Śrī Rādhā-vallabha, the beloved of Śrī Rādhā."""
